	Temp	25.000000	
RESSIST	TEMP	REAL TEMP	CURRENT	VOLTAGE
403.021124E-6	25.000000E+0	25.000000	2.900000E-3	+1.16876126E-06
399.830375E-6	25.000000E+0	25.000000	2.910000E-3	+1.16350639E-06
397.948825E-6	25.000000E+0	25.000000	2.920000E-3	+1.16201057E-06
375.413918E-6	25.000000E+0	25.000000	2.930000E-3	+1.09996278E-06
385.686146E-6	25.000000E+0	25.000000	2.940000E-3	+1.13391727E-06
392.702929E-6	25.000000E+0	25.000000	2.950000E-3	+1.15847364E-06
393.083240E-6	25.000000E+0	25.000000	2.960000E-3	+1.16352639E-06
381.722276E-6	25.000000E+0	25.000000	2.970000E-3	+1.13371516E-06
388.647812E-6	25.000000E+0	25.000000	2.980000E-3	+1.15817048E-06
394.513090E-6	25.000000E+0	25.000000	2.990000E-3	+1.17959414E-06
389.526380E-6	25.000000E+0	25.000000	3.000000E-3	+1.16857914E-06
390.179512E-6	25.000000E+0	25.000000	3.010000E-3	+1.17444033E-06
389.137997E-6	25.000000E+0	25.000000	3.020000E-3	+1.17519675E-06
393.523465E-6	25.000000E+0	25.000000	3.030000E-3	+1.19237610E-06
380.062490E-6	25.000000E+0	25.000000	3.040000E-3	+1.15538997E-06
385.244144E-6	25.000000E+0	25.000000	3.050000E-3	+1.17499464E-06
383.324686E-6	25.000000E+0	25.000000	3.060000E-3	+1.17297354E-06
385.499433E-6	25.000000E+0	25.000000	3.070000E-3	+1.18348326E-06
379.785643E-6	25.000000E+0	25.000000	3.080000E-3	+1.16973978E-06
389.904809E-6	25.000000E+0	25.000000	3.090000E-3	+1.20480586E-06
379.258719E-6	25.000000E+0	25.000000	3.100000E-3	+1.17570203E-06
371.865460E-6	25.000000E+0	25.000000	3.110000E-3	+1.15650158E-06
375.646045E-6	25.000000E+0	25.000000	3.120000E-3	+1.17201566E-06
378.965927E-6	25.000000E+0	25.000000	3.130000E-3	+1.18616335E-06
373.768325E-6	25.000000E+0	25.000000	3.140000E-3	+1.17363254E-06
375.918178E-6	25.000000E+0	25.000000	3.150000E-3	+1.18414226E-06
376.999101E-6	25.000000E+0	25.000000	3.160000E-3	+1.19131716E-06
367.362019E-6	25.000000E+0	25.000000	3.170000E-3	+1.16453760E-06
375.009377E-6	25.000000E+0	25.000000	3.180000E-3	+1.19252982E-06
375.322696E-6	25.000000E+0	25.000000	3.190000E-3	+1.19727940E-06
359.591584E-6	25.000000E+0	25.000000	3.200000E-3	+1.15069307E-06
355.134346E-6	25.000000E+0	25.000000	3.210000E-3	+1.13998125E-06
366.910758E-6	25.000000E+0	25.000000	3.220000E-3	+1.18145264E-06
360.487418E-6	25.000000E+0	25.000000	3.230000E-3	+1.16437436E-06
375.281590E-6	25.000000E+0	25.000000	3.240000E-3	+1.21591235E-06
369.214055E-6	25.000000E+0	25.000000	3.250000E-3	+1.19994568E-06
369.414429E-6	25.000000E+0	25.000000	3.260000E-3	+1.20429104E-06
350.453324E-6	25.000000E+0	25.000000	3.270000E-3	+1.14598237E-06
359.059027E-6	25.000000E+0	25.000000	3.280000E-3	+1.17771361E-06
355.111094E-6	25.000000E+0	25.000000	3.290000E-3	+1.16831550E-06
368.611403E-6	25.000000E+0	25.000000	3.300000E-3	+1.21641763E-06
366.337625E-6	25.000000E+0	25.000000	3.310000E-3	+1.21257754E-06
361.744102E-6	25.000000E+0	25.000000	3.320000E-3	+1.20099042E-06
365.543622E-6	25.000000E+0	25.000000	3.330000E-3	+1.21726026E-06
363.359964E-6	25.000000E+0	25.000000	3.340000E-3	+1.21362228E-06
364.567899E-6	25.000000E+0	25.000000	3.350000E-3	+1.22130246E-06
360.234682E-6	25.000000E+0	25.000000	3.360000E-3	+1.21038853E-06
368.491573E-6	25.000000E+0	25.000000	3.370000E-3	+1.24181660E-06
357.146382E-6	25.000000E+0	25.000000	3.380000E-3	+1.20715477E-06
362.680796E-6	25.000000E+0	25.000000	3.390000E-3	+1.22948790E-06
353.975526E-6	25.000000E+0	25.000000	3.400000E-3	+1.20351679E-06
359.990575E-6	25.000000E+0	25.000000	3.410000E-3	+1.22756786E-06
358.910126E-6	25.000000E+0	25.000000	3.420000E-3	+1.22747263E-06
353.945283E-6	25.000000E+0	25.000000	3.430000E-3	+1.21403232E-06
355.354616E-6	25.000000E+0	25.000000	3.440000E-3	+1.22241988E-06
358.601130E-6	25.000000E+0	25.000000	3.450000E-3	+1.23717390E-06
353.826263E-6	25.000000E+0	25.000000	3.460000E-3	+1.22423887E-06
357.116715E-6	25.000000E+0	25.000000	3.470000E-3	+1.23919500E-06
350.282761E-6	25.000000E+0	25.000000	3.480000E-3	+1.21898401E-06
344.964708E-6	25.000000E+0	25.000000	3.490000E-3	+1.20392683E-06
350.908574E-6	25.000000E+0	25.000000	3.500000E-3	+1.22818001E-06
